Account	Block	Ccy	#	Amount	Ethers	Old Token Balance	New Token Balance
Transfers	0x000b75fcdc15d41277deb033c72d2c8d774ccced	3661033	428	480	480	true
Transfers	0xc046a4227f9a79cd1b217e1b085cc23c7f35e28b	3661033	429	978.66666666	9478.66666666	true
Transfers	0x4d6ae6e909e3b6838e47bcc3a1a51e1267c8f7ed	3661033	430	8500	44500	true
Transfers	0x11ed6a51906f8589f95b4badec8d549b93b349aa	3661033	431	5000	5000	true
Transfers	0x86209f282f0ad892f4ba09d6c770780e0814859f	3661033	432	15.460029	15.460029	true
Transfers	0x74bbc3eb1648ba8562f5ad7cc183cd4bcc3a4f77	3661033	433	9.58	9.58	true
Transfers	0x1266c95d67997ac1d0e0c9e70ecfd9c273c63348	3661033	434	48.2314	48.2314	true
Transfers	0x7dd0a0e59bace017ceeeeedb8cc494dda5771778	3661033	435	9.912713	9.912713	true
Transfers	0xf03d8f4c52bb8c31e1bedf8724b849f8fec5d12d	3661033	436	9.58	9.58	true
Transfers	0xdd7032ce24dee7bfaae35da30b3d56ead67aff7e	3661033	437	9.58	9.58	true
Transfers	0xa59851d385f27ca55e90cbf99f5e9b8144d453c3	3661033	438	473.09647601	757.38711542	true
Transfers	0xd2d2bcc79c4b5f63c616a832dda61809d3a9dd0b	3661033	439	6.94245899	6.94245899	true
Transfers	0x6d1365f6d2ef8bc20e72114fde36d66559a4c38b	3661033	440	10.745699	10.745699	true
Transfers	0x50d44536affe563ae6fbb17c1faa127d5c683e02	3661033	441	633.510745	633.510745	true
Transfers	0xe6bdde49fb82dcfaa10ccf51eecd28042166d404	3661033	442	245	245	true
Transfers	0xa9f1b8374edddb13f58739f361f6da1032086e5f	3661033	443	3372.9827655	12872.9827655	true
Transfers	0xfe24def323be0efc4b4cd00227517fe699d7ce39	3661033	444	6900	6900	true
Transfers	0x00c5a971dafa5e8e2dcff0af9571e2dbe4f4a0bf	3661033	445	800	800	true
Transfers	0x59b4c552ca3593fec5ec09e9a9b60f2c6b428f5e	3661033	446	10	10	true
Transfers	0x18ab92e9c26077542463ed69e9835dfb258c72cc	3661033	447	1970	1970	true
Transfers	0xfedc9f20f7d5d37e9840cb2b15b9905ce1d3eca6	3661033	448	42800	46722.91438	true
Transfers	0x5012826ed228cb6b3d34caced0225d419c933913	3661033	449	380	760	true
Transfers	0x3c894941d859b60d40d391fc035cce273969478b	3661033	450	4040	4040	true
Transfers	0x5693df5baaf88b0a387c22da862cafbbf673fc92	3661034	451	2000	2000	true
Transfers	0x82648406498f8cffffc1b958803d7e84ebbc7776	3661034	452	4000	4000	true
Transfers	0x5b3316275a7a4dfa5716bb153b912875120fc47c	3661034	453	1969.0944	1969.0944	true
Transfers	0xffd964889f8c789f58beba198fea434058f65877	3661034	454	5400	5400	true
Transfers	0xbaf2f07a2d18c7a051d6a1f1fcde2440bf1d7435	3661034	455	50	50	true
Transfers	0x2e83f79f69d08cc790bd45fb300f9c31640a069f	3661034	456	3117	3117	true
Transfers	0xa0220e4c0683cd7658cd78e66459d05eb02b041c	3661034	457	100	100	true
Transfers	0xf215d02676461a0132fe58fa3a8d742922c088b9	3661034	458	3000	3000	true
Transfers	0x00820dd6686e51cf8742d079ee579aad7259a7dd	3661034	459	500	1500	true
Transfers	0x7f32bc523608c3e7a0ab52c10a43f3cf428fd60b	3661034	460	50000	50000	true
Transfers	0x0d7e2acb4667080eb51955c66def913aad1c9d60	3661034	461	500	500	true
Transfers	0x99e670e955f1885d067d0594217e452818adeee6	3661034	462	700	700	true
Transfers	0x16bd3eff633be085388769cb5f8e715a6511f475	3661034	463	2000	3600	true
Transfers	0xa9ee7a7f0c908b7f5fd947e0da8f392ae03a1018	3661034	464	1700	1700	true
Transfers	0x3f2d15b311297311170eba9b35543217232d8797	3661034	465	100	100	true
Transfers	0xa273de9503303486422babe0c961e7bdd8835aaa	3661034	466	2315	2315	true
Transfers	0xac569b9f2edd549c1fa2ab4ab809abc54a6e0fb7	3661034	467	20366.16549	20366.16549	true
Transfers	0xd64232149129b3ffce23c97b93578da2d2b7c8fb	3661034	468	245	245	true
Transfers	0x8d470e8d2342b545af4d858f1418c1a9d5c3fee6	3661034	469	900	900	true
Transfers	0xc046b59484843b2af6ca105afd88a3ab60e9b7cd	3661034	470	200	200	true
Transfers	0xce735a5c6feb88dd7d13b5faa7c27894eb4e5ae0	3661034	471	1069.1996	1069.1996	true
Transfers	0x2198161fcaaddbc1a16a9e869202aace58884141	3661034	472	1149.048062	1149.048062	true
Transfers	0xc4a69fbf4511a1377161834cb7a3b8766953db02	3661034	473	5000	5000	true
Transfers	0x1eb915fd69620450516197a428f623d3addb886d	3661034	474	904	904	true
Transfers	0x5bd6736c4f124eaa772e25b98db0e4d969fb8d89	3661034	475	107114.87042299	107114.87042299	true
Transfers	0x0064fa6d05c6ec35be376f8ae7eaef178b246fbe	3661034	476	2000	2000	true
Transfers	0xb5f82d8649b2e226e348dd8c6bd81504123a2f62	3661034	477	800	800	true
Transfers	0xd95df826fc3ea014f404a1368a254e23d29d99c8	3661034	478	68600	68600	true
Transfers	0x36ba245f96ff9e5ed402a8642deb169f72fe04c4	3661034	479	1234.8	2058	true
Transfers	0x001e7fe599d7753d140d19d2f5944cb9e26997ab	3661034	480	1000	2000	true
Transfers	0x2c3443274fa5708469cd0a28f2267a145a5ba7ed	3661034	481	25600	25600	true
Transfers	0xe4a2310bd39258fac90258917da15a1e87a03da5	3661034	482	5875.886568	5875.886568	true
Transfers	0xf8ce0af7041d50b76fc68d22f84d9ac8ba3b7dd1	3661034	483	1500	1500	true
Transfers	0x977d290558b1319ec8c9b7be3d7c927f22c3e5bd	3661034	484	100	100	true
Transfers	0xe7196bc5c6d8d589668e8d2a2ed7789ae26f8486	3661034	485	3200	3200	true
Transfers	0xba116f1c50d2e882c5e17b88668c88d263daa643	3661034	486	600	600	true
Transfers	0xe10c540088113fa6ec00b4b2c8824f8796e96ec4	3661034	487	644800	1407286.4	true
Transfers	0x7ed1e469fcb3ee19c0366d829e291451be638e59	3661034	488	125	5199.832	true
Transfers	0x2b34658c26e35b998b43c1d6172ac8051f22c804	3661034	489	500	500	true
Transfers	0xc681d7bb73ff4238b124fd84b92c5d1721df2e70	3661034	490	10257.632	18366.432	true
Transfers	0xbda40fb36d4032f2b0541d001625e8b5ba9a83ea	3661034	491	2100	2100	true
Transfers	0x6f2e71857a70467b41e3c98d9bf80cee2ecd8e59	3661034	492	1700	3585.4024	true
Transfers	0x115b3cabe345fc6d79020c0e337cab8745192915	3661034	493	2500	2700	true
Transfers	0xb5c3235227ee0dc9271c8ec7f03c387313c63c2e	3661034	494	6860	8860	true
Transfers	0x004dffec5991b0badc094091f2e7ae356d0eb022	3661034	495	2000	2000	true
Transfers	0x931ec18352c8259d9fd216ada5eb9e213ebe41fa	3661034	496	2700	2700	true
Transfers	0x76e4f5a303a99adae05080481fe31d31a154a4ef	3661034	497	9500	9633	true
Transfers	0xb584b25880037bd26dc59eb5918e8829079cd18b	3661034	498	1200	1200	true
Transfers	0xe31e4be4a7c65fbf14ff16ed654bd06b3a1c6750	3661034	499	5000	5000	true
Transfers	0x763886e333c56feff85be3951ab0b889ce262e95	3661034	500	405.44	9705.44	true
Transfers	0x129631915a3ca10b9a159a7dc95bde0ba71682d3	3661034	501	11662	38126	true
Transfers	0xa1b5c9011a6d97013d877b5e5b2f81a43ed56e2c	3661034	502	650	650	true
Transfers	0x00bb5bc56756f6408366f480466506b94e634773	3661034	503	350	350	true
Transfers	0x85db52a86999eac6742e75dd65b075d609717b31	3661034	504	5520	5520	true
Transfers	0x471c84c309fd4cb26eea17345f954a40a8f6ce20	3661034	505	300	300	true
Transfers	0x7685d5d869ce19cda1cbf9f89b751946f0b7fe5e	3661034	506	551.20918316	5721.30387233	true
Transfers	0x2c53d8df2aa7f4c106c88d41cf25ef0a3c343372	3661034	507	8320	11132.6	true
Transfers	0x61672a337c152a9a088b6a5e214c97e73f296db9	3661034	508	4800	4800	true
Transfers	0x6a5ed170c9ba8c861c6abeae93eb9a6c32153c6c	3661034	509	242.2952	242.2952	true
Transfers	0xe9ed4dd7d78aeba757617238d00594cfb7b498ec	3661034	510	107.2904	107.2904	true
Transfers	0x18814902e4cf51d49812a530a01134e2fe73207f	3661034	511	314997.999996	314997.999996	true
Transfers	0xdff4b551d4294bd895f264dee58b45508bbc33e0	3661034	512	2999.4	2999.4	true
Transfers	0xf76d7155cefcae7da64ff71a042cc077870a4ef3	3661034	513	10000	10000	true
Transfers	0xa2a8f158aed54ce9a73d41eeec23bf3a51b5654d	3661034	514	8597.1184	8597.1184	true
Transfers	0x880c4f74c3d4c39d75f8e2ad958f40671416bf66	3661034	515	40000	40000	true
Transfers	0x951f0566843092128e35f3326459a92fc89b4755	3661034	516	399.9084667	399.9084667	true
Transfers	0xed4120c19e627bd0d944407d916cd33e5cfeeb88	3661034	517	106.4672	106.4672	true
Transfers	0xf2b869a5dab5b32602090cf9e443f5d19c080635	3661034	518	2000	5900	true
Transfers	0x3693f7ac92a2f2add33df62e0356fd023c22a93f	3661034	519	541.33333333	541.33333333	true
Transfers	0x034577fda040b46beb02915b9bac5f451f12341e	3661034	520	50	770	true
Transfers	0xad4c64cbb6b5c70c405e00e3dc62caed542ac473	3661034	521	135.33333333	610.40084008	true
Transfers	0xc44d18a09b78a949fc8a64482e9f0e5a0373258a	3661034	522	9.470439	9.470439	true
Transfers	0xbe58f3fb910556213db29b1b27959ed4d6519812	3661034	523	1500	1500	true
Transfers	0xac2d16f85c2e66730a0144abaf3b1ef809527fd1	3661034	524	299.16	299.16	true
Transfers	0x0c0e07fb78d94e71b36ee3e3805061837d0e95c6	3661034	525	175.84	175.84	true
Transfers	0x3fc13fdb76a8ad848477366c122663f472e901fa	3661034	526	85.3151057	156.7929957	true
Transfers	0x922fedd3617f785aa148a9c4fd93ef07caf4844b	3661034	527	120	120	true
Transfers	0xef80bf430be172ae62fea32b2405f4b973b5ea88	3661034	528	1500	1500	true
Transfers	0xfbe95866bba40ea3dacd759763c73fb2642e8075	3661034	529	1200.2	1200.2	true
Transfers	0xc4305c3313d2cdf7090a9f2853fdcaf14d478db1	3661034	530	3500	3500	true
Transfers	0x13295163a7dc6f6a35b078db2aa164c24173c843	3661034	531	200	1200	true
Transfers	0xa115dafff759c099732284d01b0474cea013e3be	3661034	532	132.62666666	269.82666666	true
Transfers	0x6877b4a11d4499a2e70864daa239cea8fe099eff	3661034	533	20	20	true
Transfers	0xb930c1cebd8b27a7263d7144deaa060cd9537fe3	3661034	534	3800	3800	true
Transfers	0x351a7dffbe4b4eba06a0b583c970c4f83e89835c	3661034	535	1100	1100	true
Transfers	0xe8bc0610ca36bb828540a781c04ec477278080bb	3661034	536	2700	2700	true
Transfers	0x0609d5d7ed0f7a13ab0aba073a6f995a9714db85	3661034	537	1098.0116	1098.0116	true
Transfers	0x0800f677cfe355bf94c1f9ae2b600ee826a1be09	3661034	538	1920	3840	true
Transfers	0x6cea5dd200a344a23c93df5e51f47674a13f2cdd	3661034	539	900	900	true
Transfers	0x4a9ef5139e86ad6cff49f6c5b521858cc78d9280	3661034	540	100	510	true
Transfers	0x915fcd541a569ede841c5c1b81e214d4fa354657	3661034	541	30	30	true
Transfers	0xf6308f59f81e4566c4c80b9c2517287279720107	3661034	542	500	500	true
Transfers	0xf677b6b7ad933a87ae0e64b39bb4f4f7e6f9e197	3661034	543	400	450	true
Transfers	0xa3813589cca5479c88bb34377bbb59526ab36b7e	3661034	544	330	330	true
Transfers	0x5d912d66532534afdf8ce3ab44810adbab6ac861	3661034	545	400	400	true
Transfers	0xa2c91414e58e3824185c1776ebb7f59c614213d3	3661034	546	300	300	true
Transfers	0xd73e7de9c6cdee9eff2b910d3a853302118d01c9	3661034	547	43300	43300	true
Transfers	0x72d6e831491a4aaca18f9a954082cf90555a9992	3661034	548	1160	1160	true
Transfers	0xf96a48f8074a6fedb4e85097a8e1e9463c85ef68	3661034	549	2000	2000	true
Transfers	0x19742f30dcb179a03304ac8b23e58f168be69d1c	3661034	550	500	1150	true
Transfers	0x7027b0e3331d70383499b018039bc15ad22e7622	3661034	551	100	1800	true
Transfers	0xd3a33636677fff0be34ec503b9e848b296e0972a	3661034	552	5000	5000	true
Transfers	0x19e9d51bd306f11195c941b33a586e4ee7f76e86	3661034	553	100	100	true
Transfers	0x7a0cb916fda0dd76a7676f009236ba9b4311d027	3661034	554	44.94670604	44.94670604	true
Transfers	0xe089a833c43779599c00e25de356317cc27bf7c5	3661034	555	100.3	100.84133333	true
Transfers	0x7d9c6e43ebbb43005b60aec81a6727297df5601b	3661034	556	50	50	true
Transfers	0x1c2581e734a8b35e4c5f3077b5c2271157de5b94	3661034	557	1200	1200	true
Transfers	0x495d7ffd0084c8cacb44b7cea07c35f3cd737c0c	3661034	558	839.5761	839.5761	true
Transfers	0xa979ed273868d4769362a10256ef60be805e73d0	3661034	559	50000	130000	true
Transfers	0x16e4949c37882bf8c618bb92ac3e115256aeceb0	3661034	560	1273.8061	1273.8061	true
Transfers	0x6ede07b6bb2804d7e5cc323fe32b61dcacb4412b	3661034	561	50	50	true
Transfers	0x33f844352144a9ddd91542b0adcd8ba0dd142e93	3661034	562	20000	20000	true
Transfers	0xfade8490a36000de97f2b6a75c5d9899d7cbe551	3661034	563	541.33333333	1082.66666666	true
Transfers	0x431f901d72dd1d2a9dc8640912e6f781f509f2e2	3661034	564	298.958	298.958	true
Transfers	0x753dfc80b4f585b0a47a05e0ef18c17eb98c0784	3661034	565	1950	1950	true
Transfers	0xb4d775a68d261f8b411ae708458984b07144b47e	3661034	566	9900	9900	true
Transfers	0xf0c62ef7481ca2fecf5f83698c12e3e600f860c7	3661034	567	2000	2000	true
Transfers	0xa40c0f97d43c5cb4a81f944d6d35e30440d1179c	3661034	568	5000	5000	true
Transfers	0x02f1d4b533b347bcbc498c83e7a2488810457b9b	3661034	569	19885.082	19885.082	true
Transfers	0xe8e8155270c33e8ec30ba51fb3bf0afa19221318	3661034	570	700	716.555366	true
Transfers	0x1a8d16e5ee49db3693861d6a996f78f70584ea33	3661034	571	600	600	true
Transfers	0xfed3c99e80775452493c29a1b3816247f3f06be5	3661034	572	40544	54773.68462389	true
Transfers	0xc525105234b0355a0a0e36fce03dd22b2c69a736	3661034	573	2881.2	14256.2	true
Transfers	0xdacc0fd259ce0de2829b38a0765970e7ab65346c	3661034	574	1288	3531.4	true
Transfers	0xae7ae37d9d97abc1099995036f17701fd55cefe5	3661034	575	180	180	true
Transfers	0x476ce3810cce30103e25009e4bc20cda338eeca0	3661034	576	1996.70204533	1996.70204533	true
Transfers	0xd6b647d5f304b6d53f1adb84af7d1790d6fe8cea	3661034	577	2700	2700	true
Transfers	0xfedc9f20f7d5d37e9840cb2b15b9905ce1d3eca6	3661034	578	3922.91438	46722.91438	true
Transfers	0x7075d2111ff52247e5d2de1fa24b02fadaa1f881	3661034	579	2000	2000	true
Transfers	0x2063700c6e019a814d24f514ec6512711c399826	3661034	580	50000	50000	true
Transfers	0x752cf3efca9e126bbebb54000acf7b22ebea3213	3661034	581	200	300	true
Transfers	0x531ce1e3d2c0c835078d8246371c3259f5bb65c8	3661034	582	168000	168000	true
Transfers	0xf59ace9177c0061d21c0932c191b4cd236e534a4	3661034	583	214.93333333	214.93333333	true
Transfers	0x451a4279acd1888a47c5a44fe9a61223c0b53673	3661034	584	2000	2000	true
Transfers	0x85b15a3eb8a93151e76dece96286c5f66cc6b627	3661034	585	31	31	true
Transfers	0x165057c9c6db87c444caba91459c9cae4673ecd2	3661034	586	500	1000	true
Transfers	0x0f7f8d42a34443d6ad1089095bfa37b135f346f0	3661034	587	937.3	937.3	true
Transfers	0xeec131b5e29fa263b80900144f1500ab4886a3d0	3661034	588	644.84	1155.224	true
Transfers	0xee73986a4724cfde4e34479b4dec6cfe7194a5fb	3661034	589	1500	1500	true
Transfers	0x18e06038f900558026c72ca2556d7f6114b309c3	3661034	590	15000	23400	true
Transfers	0x5b050bb863d83885239676993ae3079d5f08540f	3661034	591	1050	1100	true
Transfers	0x966c5d38a903e118622797f7a2453957bbb49c98	3661034	592	1000	1000	true
Transfers	0xb6db052e8a74a0b99b6e6087bcc613b5aa658fc2	3661034	593	10019.6	10019.6	true
Transfers	0xb12087d7528dd11c0aab7e8645eda1fa0a78884f	3661034	594	400	400	true
Transfers	0x285e8a053ff8495f093118fc2e169618a297a251	3661034	595	330.484	2580.484	true
Transfers	0x08b560c8521e97c688230b697b7e4f373286e151	3661034	596	280	280	true
Transfers	0x09c86179571179b76cf06d8862e250a6a5e3c56a	3661034	597	3000	3000	true
Transfers	0x3f17e4cbc362b69bad8fa2c79eb7d8524be58961	3661034	598	400	400	true
Transfers	0x54acc642d2a6dd7266a6954f546a4a635db73e42	3661034	599	878.4	878.4	true
Transfers	0xc22cb3489144372d6f4643f6ee547a7c55ef04fa	3661034	600	351	351	true
Transfers	0x4a9924ef83a357ec4c978a66ddddfe9cd325b0bd	3661036	601	18100	18100	true
Transfers	0x44aa3e151e7d6b6d1e2fc1dff9bae1cb28986589	3661036	602	400	500	true
Transfers	0x4d42e1e6cfa71015123008a2f0c16b2b4a39087d	3661036	603	1300	1300	true
Transfers	0x9911546ce52aee2ced0c46e23d2a3b16fa807f4e	3661036	604	96040	152063.2	true
Transfers	0x07ad11466475ad71aa89d7bc48bebfa4e1e162ee	3661036	605	4000	4000	true
Transfers	0x21a1662d90d163f79f9e71fda42c60926e80699c	3661036	606	855.5792	855.5792	true
Transfers	0xf25cf1ac5eecda714d5d3584703905c755a5b3b8	3661036	607	100.1	100.1	true
Transfers	0xcc5e5ac9e9a35395c117832af501ce1450e7441a	3661036	608	300	2510	true
Transfers	0x13295163a7dc6f6a35b078db2aa164c24173c843	3661036	609	500	1200	true
Transfers	0x5f1289119319f4699c9671fdcb892b7b32939cb9	3661036	610	7400	7400	true
Transfers	0x20907917c862ecf893110e2216c725c332dae5d9	3661036	611	110	110	true
Transfers	0x29a8458b43eff9eca4509a50b5767ab272e5c0a1	3661036	612	5000	6000	true
Transfers	0x387ceafec23f827a8e540f2da5cfe0605afd6100	3661036	613	1400	1400	true
Transfers	0x42285d27de5507b7835f0e5a22be0205c5cf6259	3661036	614	100	100	true
Transfers	0x5df4d93fd94fd322f5973daba537b13feb408a0d	3661036	615	1900	1900	true
Transfers	0x0f4243b4a07c410de911bf83444fcb5954fb44fa	3661036	616	200	200	true
Transfers	0xe85259c49ec08e6dc39936a1535236a3d9dfc750	3661036	617	25	49	true
Transfers	0x44cb3e93757202164e03e43827fedeeb9bbb143c	3661036	618	30000	30100	true
Transfers	0x22308a1a35b37a9d284beddd4c763fb2bca5926b	3661036	619	25000	25000	true
Transfers	0x3249f79d00fafc5854935f418bd37e648d36bd5b	3661036	620	40544	40544	true
Transfers	0x0bb8c4d046614b5e015985a450f2e063e6203b74	3661036	621	300	300	true
Transfers	0xb481af2da84ed5246e7cc07ff3ed8d40177bd36d	3661036	622	1922.25750167	7172.19449625	true
Transfers	0x0a0bc1a04d648ebc413ee99d4b1fe855ffb7eeb4	3661036	623	1020	1020	true
Transfers	0x47c2f6843ea8d90034c76c1970f0eec8a74d35bd	3661036	624	1000	1000	true
Transfers	0x5b76d3c2220b04388965747f04b0c4fe130f32bc	3661036	625	38	38	true
Transfers	0xa137ce828a36520912cf5c5a1e1048b529a9c9a3	3661036	626	250	250	true
Transfers	0x1c5b5fe09867b8bcff80b49d2098224a2bc4b273	3661036	627	99.908468	501.57843586	true
Transfers	0x686d95b65f5f1dadadf3a1893eb42776c276a7ae	3661036	628	1380	1399	true
Transfers	0xc44ca6ec87a229f61f9c8d4feba81dcf51a666dd	3661036	629	41900	41900	true
Transfers	0x004589d14abc03d580c99778fb052403983d3a88	3661036	630	20000	20000	true
Transfers	0xdbdac7f902a093e0dab8f7c992920737a893eb11	3661036	631	5000	12589.33333333	true
Transfers	0x21e9e9cca20e63cf6c762bb9177d6a53990e7618	3661036	632	746.8595275	746.8595275	true
Transfers	0x210a7a4cd7ec0099d4fbd2cf77fd231ff1b7b977	3661036	633	15572.2	118279.4	true
Transfers	0x00d76a8f330b4c901fd1ff19eee4495f44ec40df	3661036	634	1300	1300	true
Transfers	0x7dafd53aee8982ab1d767830c2fe50f62e3a98e6	3661036	635	150	150	true
Transfers	0x59dd7b3cece035717ac112082890fc136108d016	3661036	636	2000	2000	true
Transfers	0x85f88478c5173940de43cf24676c90c9d7b1714e	3661036	637	1100	1100	true
Transfers	0x900a036ec1db1908850067da1e3833a1c4a58a59	3661036	638	94	94	true
Transfers	0x1f12a3e7fa4b1cd8d1a334694492597c7b8e43fc	3661036	639	8108.8	29258.4	true
Transfers	0x0364a11da8467e66d58dcf4bf82287e097364d08	3661036	640	100	100	true
Transfers	0xbafda264ae31420f8c9fcc6c85ef7058f8a579ce	3661036	641	13760	13760	true
Transfers	0x80269678a7418ca1ba94a426c17c3a5c3de0b4cb	3661036	642	100	3000	true
Transfers	0x8819caebaf4386c275068dbfe3f7d6fbcd891728	3661036	643	7600	7600	true
Transfers	0x088ea4742a58c41546251e96d0354f294a835791	3661036	644	548.8	1348.8	true
Transfers	0xd2bc4e7ecfa4ec39069623854cd114dcd8771b84	3661036	645	149.4	149.4	true
Transfers	0xb7128d5e14eaea8d1a96f8dc2c7d5d77a81f1860	3661036	646	500	500	true
Transfers	0xa68003394eb552e2381a3133b8932ab16ff2b2e4	3661036	647	685.8628	1585.8628	true
Transfers	0x8198f2a438e38a400adf5656c8d6dae85f298f53	3661036	648	2000	2000	true
Transfers	0x2cadafe29d2b53b990742ccb2285e9dd9d6de037	3661036	649	300	1100	true
Transfers	0x7cdcfcf74aaaa9aaa2a330cfa1e4d2921886bf44	3661036	650	110	110	true
Transfers	0xbdb0209459d712baf9ed2115981300013cac9adb	3661036	651	596	596	true
Transfers	0xbd7ed69a657c64f53a174a9c9ab8a1d993106a60	3661036	652	940	940	true
Transfers	0x72406b276369e54c3896ee5cee1ab8ce3a9e04e8	3661036	653	5000	5000	true
Transfers	0x008662527474dbe42f2a6835313d6062a75674a3	3661036	654	10000	10000	true
Transfers	0x00726931f8acd40f0d03fe85b8b1f18731e4058b	3661036	655	11303.69513	11303.69513	true
Transfers	0xac4c3f01a0a465f4f1c6e81d425168417d9f5a40	3661036	656	100	100	true
Transfers	0xd09bc98c17c95b6786436feabf16642c5b882eb3	3661036	657	20000	20000	true
Transfers	0xaacb53d9ada6825be17020a445c6e9c21a22fe34	3661036	658	100	100	true
Transfers	0x0039a6b9e807bd14ab32b8be84f541dfd89e5a5e	3661036	659	1850	1850	true
Transfers	0x2d11763b4999fb3b61ca8d19c8c77a743079f7bd	3661036	660	100	100	true
Transfers	0x44ed71dccf64787f535e8d47ff44e15395f46fff	3661036	661	4000	6500	true
Transfers	0x3696357d516808abb0a1bacbaa0677e97a9824d8	3661036	662	180	180	true
Transfers	0x573b389fb507074febddaf7cb7a911b897581375	3661036	663	300	300	true
Transfers	0x2d00fa0f05cee999f37909692e4e04dd9c86a7ae	3661036	664	2709.37333333	5509.37333333	true
Transfers	0x46d3d3b7462a1b864af9be84814f96e022a5180f	3661036	665	1000	1000	true
Transfers	0x33b81675b62a2164f2dabacf8e5585705d2fad34	3661036	666	900	900	true
Transfers	0xb53936713dd3878b3e5083b8ba0d2772e10f61d8	3661036	667	300	300	true
Transfers	0xe788a00c348cd1a0dcb16369dc9bd0163b4522a2	3661036	668	250	250	true
Transfers	0x33f3aefd2162526ca3ff09c111f5cef50fad6316	3661036	669	730	730	true
Transfers	0x20917d1896b515c6f3397ac25c7f654db96cff7f	3661036	670	1000	1000	true
Transfers	0x22ee185b42e46f84fcd9642f2e7b45b456788053	3661036	671	1361.158661	1361.158661	true
Transfers	0x15762dbb414bdb0a8b6e8606d39db9ff721974e6	3661036	672	100	100	true
Transfers	0x884cadd01715854b83779e835473960ec8ef59e0	3661036	673	59850.86000746	59850.86000746	true
Transfers	0xdff0989a7aa5e5ce9beb83830b2b3e44d399a2e3	3661036	674	7000	7000	true
Transfers	0x3be34a4313b45f49b4dd822b14d6a766e897b952	3661036	675	7500	7500	true
Transfers	0x621e57de13e183ba59902a09799f1d6421789e70	3661036	676	3700	3700	true
Transfers	0xd1728ee38c0fe12f4b7d7a1e30b038bf01e2c3a5	3661036	677	2000	2000	true
Transfers	0xc7deb710bd7ba2e635a1c3bb1b6e461f75500aee	3661036	678	500	590	true
Transfers	0x5e81e3fa37b96ded7f5006f2085329b0fd057df3	3661036	679	100000	250000	true
Transfers	0x9fb0e21461285d95d550631a153f825d19185675	3661036	680	4300	4300	true
Transfers	0x7b5a30aea70b62876252a4d543ec7418f4837b97	3661036	681	277.397518	277.397518	true
Transfers	0xac49aca95c9c3bb3378ce0ea9240258ffc3a59d7	3661036	682	50000	50000	true
Transfers	0x35e2de3a81bdd82e978732e19f2ff5d02a9f0f6b	3661036	683	47.684213	47.684213	true
Transfers	0x9b422e571eb2cb9837efdc4f9087194d65fb070a	3661036	684	1500.4	1500.4	true
Transfers	0xb9c336a4ba0f25eaa67ee5ca89ecf3491a1407f3	3661036	685	150000	150000	true
Transfers	0x4675e961b4c2e8fed3dd9c98094b2e5b4efab342	3661036	686	300	331.41764846	true
Transfers	0x6d6602d13f2cf4d8cba553bf93cab0f22195042b	3661036	687	1000	1000	true
Transfers	0x2cecea38eff2085ac7b13c9b53173141a2f4d7dc	3661036	688	3430	5143.1656	true
Transfers	0x80b8349948905d921f806d58e2c146683476a0a8	3661036	689	1500	1500	true
Transfers	0xeefcd01087281d035ece6a3bc369eb3afafc4cec	3661036	690	50	100	true
Transfers	0x3849d138f11d5195d970eb4a88d5326b9138914d	3661036	691	11300	11300	true
Transfers	0x509982f56237ee458951047e0a2230f804e2e895	3661036	692	20700	20700	true
Transfers	0xdc7aa225964267c7e0efb35f4931426209e90312	3661036	693	424.74133333	1685.74133333	true
Transfers	0xe3ad6d6950caca8243c708060f24e9dfc40f47ee	3661036	694	3000	3000	true
Transfers	0x2056f071db89709599166048dbcfdc337e64b547	3661036	695	750	750	true
Transfers	0x49a241a42b656cb7bc3a895ad842b268800cc181	3661036	696	900	900	true
Transfers	0xad79d49977905a51fa1b1c1b36f59170ce39ef44	3661036	697	4054.4	4054.4	true
Transfers	0x1b22a64ea64c2f4cf1d6ae25c855db5fe1ca0e20	3661036	698	6000	6000	true
Transfers	0x6dd6f05a2aace0fdfa4da1b33f629bc8f8eb7f18	3661036	699	370	370	true
Transfers	0xfc9172571ec05a548d45d928ad660f699d64d0f6	3661036	700	2500	2500	true
Transfers	0xaac4b93002ba6dc1d7bfa099f54c07e4457269e1	3661036	701	4400	4400	true
Transfers	0x606cfc9d3012a0958e9d2069abcbadf9bd5e1b1c	3661036	702	140732	140732	true
Transfers	0x00f36d563f68f5212e7b4e30980d9a1812dfa6a3	3661036	703	633	633	true
Transfers	0x6b65353ac052f6c3a0c9688911b078bd025d6ab3	3661036	704	163217.99599813	163217.99599813	true
Transfers	0xfb35d74369f681f03b082e517341ea3e8caa7bc8	3661036	705	2000	2000	true
Transfers	0xb394b0880ecf6dd2bb3c65de075f845f012bea0e	3661036	706	15000	25000	true
Transfers	0x64f7d95ab83e4119ec504b87c8e1c1d9e39b6256	3661036	707	19900	19919.344	true
Transfers	0xecfffd759275dacf003ba44ee8fd3db4862618b9	3661036	708	10000	12500	true
Transfers	0xd07ff908060f6d87648e7b8b685a04b3f712b7b0	3661036	709	4999.4	4999.4	true
Transfers	0x49554ab51b4785d1927f10c125f7873548c35e55	3661036	710	1052.23749277	4894.72986735	true
Transfers	0x0054ee21332017c772a9dcb68cc6e120b305c9ea	3661036	711	1900	5809.20936	true
